runid,recall,precision,f-score
10_ROUGE-SU*,0.00364,0.00435,0.00396
11_ROUGE-SU*,0.01304,0.00405,0.00618
12_ROUGE-SU*,0.00327,0.00443,0.00376
13_ROUGE-SU*,0.02909,0.01843,0.02256
14_ROUGE-SU*,0.00481,0.00785,0.00597
15_ROUGE-SU*,0.03236,0.03721,0.03462
16_ROUGE-SU*,0.03529,0.00811,0.01319
17_ROUGE-SU*,0.00588,0.00265,0.00365
18_ROUGE-SU*,0.01435,0.03333,0.02006
19_ROUGE-SU*,0.00706,0.01818,0.01017
1_ROUGE-SU*,0.06229,0.02687,0.03754
20_ROUGE-SU*,0.02597,0.07297,0.03831
21_ROUGE-SU*,0.0622,0.02321,0.03381
22_ROUGE-SU*,0.00899,0.02703,0.01349
23_ROUGE-SU*,0.07407,0.00673,0.01234
24_ROUGE-SU*,0.00477,0.00796,0.00597
25_ROUGE-SU*,0.0084,0.00135,0.00233
26_ROUGE-SU*,0.00691,0.00333,0.00449
27_ROUGE-SU*,0.00741,0.01053,0.0087
28_ROUGE-SU*,0.07475,0.02164,0.03356
29_ROUGE-SU*,0.01613,0.01328,0.01457
2_ROUGE-SU*,0.05865,0.04324,0.04978
30_ROUGE-SU*,0.00451,0.00691,0.00546
31_ROUGE-SU*,0.01809,0.01871,0.01839
32_ROUGE-SU*,0.00922,0.00636,0.00753
33_ROUGE-SU*,0.01235,0.00795,0.00967
34_ROUGE-SU*,0.02586,0.04013,0.03145
35_ROUGE-SU*,0.00157,0.00617,0.0025
36_ROUGE-SU*,0.00676,0.00506,0.00579
37_ROUGE-SU*,0.03199,0.00914,0.01422
38_ROUGE-SU*,0.01111,0.02106,0.01455
39_ROUGE-SU*,0.00317,0.00691,0.00435
3_ROUGE-SU*,0.03361,0.02963,0.03149
40_ROUGE-SU*,0.07162,0.05126,0.05975
41_ROUGE-SU*,0.00601,0.01486,0.00856
42_ROUGE-SU*,0.0028,0.0058,0.00378
43_ROUGE-SU*,0.00903,0.21711,0.01734
44_ROUGE-SU*,0.0091,0.02222,0.01291
45_ROUGE-SU*,0.05185,0.03985,0.04506
46_ROUGE-SU*,0.01587,0.00714,0.00985
47_ROUGE-SU*,0.03008,0.02442,0.02696
48_ROUGE-SU*,0.00506,0.02941,0.00863
49_ROUGE-SU*,0.01277,0.01517,0.01387
4_ROUGE-SU*,0.03975,0.02646,0.03177
50_ROUGE-SU*,0.00216,0.0023,0.00223
51_ROUGE-SU*,0.0049,0.0125,0.00704
52_ROUGE-SU*,0.01592,0.00635,0.00908
53_ROUGE-SU*,0.0084,0.00047,0.00089
54_ROUGE-SU*,0.03184,0.12099,0.05041
55_ROUGE-SU*,0.0194,0.01818,0.01877
56_ROUGE-SU*,0.00202,0.01091,0.00341
57_ROUGE-SU*,0.00851,0.00967,0.00905
58_ROUGE-SU*,0.01926,0.0463,0.0272
59_ROUGE-SU*,0.02418,0.03759,0.02943
5_ROUGE-SU*,0.00303,0.01974,0.00525
6_ROUGE-SU*,0.04783,0.02222,0.03034
7_ROUGE-SU*,0.03778,0.02324,0.02878
8_ROUGE-SU*,0.00569,0.01091,0.00748
9_ROUGE-SU*,0.02716,0.0582,0.03704
